Ticket Id,Project,Department code,Shared resource,Owner,Close date,Tech,Units,Cost,Subject,Question,Problem type,Tech note,Account
221,,093205,Light Microscopy,ngot,01-19-2007,arnolda,2,90,Multitime macro problem,Help setting up Multitime macro,Light Microscopy,,51606
222,,093204,Media Facility,satot,01-11-2007,lavertyt,2,8.66,Mediatech items,2 100ml water,Mediatech,,51609
223,,093204,Media Facility,maot,01-11-2007,lavertyt,2,48,Amp plates,2 sleeves amp plates,Ampicillin,,51609
224,,093209,Media Facility,marvinj,01-11-2007,lavertyt,6,144,Amp Tet plates,6 sleeves amp tet plates,Other,,51609
226,,093205,Media Facility,pfeifferb,01-11-2007,lavertyt,2,48,Chlor plates,2 sleeves chlor plates  10ug/ml,Chloramphenicol,,51609
227,,093204,Media Facility,satot,01-11-2007,lavertyt,2,14.34,Mediatech items,SOC  TAE,Mediatech,,51609
228,,093205,Light Microscopy,ngot,01-11-2007,arnolda,1,45,Multitime setup,Needed help setting up and running the multitime macro on Zeiss LSM 510,Light Microscopy,,51606
229,,093204,Instrument Development,oconnord,01-11-2007,bassins,1,55,PLEX GLASS,PLEX GLASS,Instrument Development,Material Cost = $55.00,51607
230,,093204,Molecular Biology,maot,01-12-2007,mcgowank,12,84,seq request Jan 11  2007,,Single Pass,,51602
231,,093209,Molecular Biology,marvinj,01-12-2007,mcgowank,8,56,seq request Jan 11  2007,,Single Pass,,51602
232,,093205,Molecular Biology,pfeifferb,01-12-2007,mcgowank,21,147,seq request Jan 11  2007,,Single Pass,,51602
234,,093204,Molecular Biology,maot,01-11-2007,mcgowank,1,0,seq request Jan 8  2007,,Single Pass,,51602
237,,093202,Instrument Development,hoffmannd,01-18-2007,bassins,1,206.50,Need part made (Dwg. JF-KR-TM0003),Hi Steve     Could you please modify a solenoid plunger (to be provided) according to Dwg. JF-KR-TM0003?    Yours     Dominik,Instrument Development,Fabrication is completed.  3.5 Hours @ $59 = $206.50  Materials Cost 0,51607
239,,093205,Molecular Biology,pfeifferb,01-17-2007,mcgowank,6,42,seq request Jan 12  2007,,Single Pass,,51602
240,,093209,Molecular Biology,mckinneys,01-19-2007,mcgowank,96,480,seq request Jan 16  2007,,Single Pass,,51602
244,,093209,Molecular Biology,marvinj,01-19-2007,mcgowank,16,112,070116_Looger_marvin_16,,Single Pass,,51602
245,,093204,Histology/anatomy Facility,maot,01-23-2007,ghitanin,1,55,Demonstration: Vibratome sectioning mouse brain mounted in agarose,Mounting fixed mouse brain in 5% agarose block and sectioning on vibratome was demonstrated on 1/4/07.  Cost includes all materials used.,Histology/anatomy Facility,,51605
246,,093303,Instrument Development,reiserm,03-29-2007,bassins,4,29.50,Design of fly fixture,Produced CAD model based on part example,Instrument Development,Fabrication is completed from vender and I have them in the Machine Shop to be pick up.  .5 Hours @ $59 = 29.50  ,51607
247,,093204,Histology/anatomy Facility,grayn,01-23-2007,ghitanin,1,165,Cryostat sectioning of wild-type mouse brain,One mouse brain (perfused by the client) was cryo-protected  frozen over dry ice  and sectioned at 20 microns on cryostat.  Sections were mounted on superfrost plus glass slides.  Experimental protocol for fixation to be tested with these sections; goal is to reduce autofluorescence by reducing fixation.  This is why tissue was poorly fixed and client was informed of that.  Cost includes all materials used.,Histology/anatomy Facility,,51605
248,,093209,Molecular Biology,marvinj,01-17-2007,mcgowank,27,189,061114_Looger_Marvin_,,Single Pass,,51602
249,,093209,Molecular Biology,marvinj,01-17-2007,mcgowank,96,480,061116_Looger_Marvin_96plate,,Single Pass,,51602
250,,093209,Molecular Biology,marvinj,01-17-2007,mcgowank,16,112,061120_Looger_Marvin_16,,Single Pass,,51602
251,,093209,Molecular Biology,marvinj,01-17-2007,mcgowank,16,112,061128_Looger_Marvin_16,,Single Pass,,51602
252,,093209,Molecular Biology,loogerl,01-17-2007,mcgowank,6,42,061128_Looger_Looger_6,,Single Pass,,51602
253,,093306,Instrument Development,rinbergd,01-25-2007,bassins,1,622,Microscope Platform,Fadricate one Microscope Platform.,Instrument Development,8 Hours @ $59 = $472  Material Cost $150,51607
254,,093407,Instrument Development,dickinsonm,02-06-2007,bassins,5,1230.25,Brass Plates,Fabricate five brass plates to fit over Peltier Cold Plates.  ,Instrument Development,Completed all brass plates.  12.75 Hours @ $59.00 = $752.25  Material Cost = $478.00,51607
255,,093407,Histology/anatomy Facility,dickinsonm,02-28-2008,ghitanin,37,0,test case,test case,Histology/anatomy Facility,,51605
261,,093204,Instrument Development,oconnord,02-28-2007,bassins,3,788,Head Holder,Fabricate two more sets.,Instrument Development,Fabriaction has been completed on 2/27/07.  12 hours @ $59 = $708  Materials Cost = $80,51607
262,,093205,Molecular Biology,pfeifferb,01-18-2007,mcgowank,7,49,061019_Rubin_Pfeiffer_7,,Single Pass,,51602
263,,093205,Molecular Biology,pfeifferb,01-18-2007,mcgowank,10,70,061024_Rubin_Pfeiffer_10,,Single Pass,,51602
264,,093205,Molecular Biology,pfeifferb,01-18-2007,mcgowank,8,56,061024_Rubin_Pfeiffer_8,,Single Pass,,51602
265,,093205,Molecular Biology,pfeifferb,01-18-2007,mcgowank,11,77,061102_Rubin_Pfeiffer_11,,Single Pass,,51602
266,,093205,Molecular Biology,pfeifferb,01-18-2007,mcgowank,10,70,061106_Rubin_Pfeiffer_10,,Single Pass,,51602
267,,093205,Molecular Biology,pfeifferb,01-18-2007,mcgowank,9,63,061117_Rubin_Pfeiffer_9,,Single Pass,,51602
268,,093210,Molecular Biology,mckellarc,01-18-2007,mcgowank,1project,714.81,061004_Simpson_McKella_pUASEYFP_project,need to sequence the vector to verify  it was provided by an external source. Comparision will be made between the vector and a set of PCR amplicons  produced from the fly line to see if the inserted DNA is actually the plasmid that was reported.,Sequencing Project,primers were purchased for this project 16 primers at a cost of 114.81    a set of sequencing reactions a total of 70 reactions at $5 per reaction $350    5 hrs of tech time was spent in designing primers  teaching software  performing sequencing reactions and analyzing the results (aligning sequences). $45 per hr x 5 = $225    Total charge ,51602
269,,093209,Molecular Biology,mckinneys,01-19-2007,zhangx,36,180,070118_Looger_McKinney_36,,Single Pass,,51602
270,,093403,Molecular Biology,tkachuka,03-27-2007,mcgowank,1,1041.26,070118_Clayton_Tkachuk_TA_Cloning_3rxn,TA cloning for three samples (Heart  Liver  New) of primary PCR reactions. ,RT-PCR cloning,3 TA clonining rxns @10/rxn =$30  miniprep96 = $185.63  seq 64 rxns @ $5/rxn = $320  second set of minipreps = 185.63   seq 64 rxns =  $320    TOTAL = $1041.26,51602
271,,093210,Molecular Biology,seedsa,01-18-2007,mcgowank,156,931,backcharges for sequencing 10/1/06 to 12/1/06,these are the back charges for sequencing for the time period of Oct 1  2006 to Dec 1  2006. After Dec 1st we entered all requests into the system,Single Pass,,51602
272,,093204,Molecular Biology,svobodak,01-18-2007,mcgowank,105,576,backcharges for sequencing Oct1 to Dec 1 2006,These are back charges for sequencing for the period from Oct 1  2006 to Dec 1  2006.   These charges were incurred prior to the use of the work order system. All subsequent charges are made as individual charges these charges are grouped together.,Single Pass,,51602
273,,093202,Instrument Development,hoffmannd,02-12-2007,bassins,1,118,JF-RK-TM0010,Modify part when received.,Instrument Development,Completed modification.  2 Hours @ $59.00 = $118.00,51607
274,,093202,Instrument Development,hoffmannd,02-12-2007,bassins,1,118,JF-RK-TM0012,Modify part when received.,Instrument Development,Modification completed.  2 Hours @ $59.00 = $118  ,51607
275,,093202,Instrument Development,hoffmannd,02-09-2007,bassins,11,59.00,JF-RK-TM0001  JF-RK-TM0004  JF-RK-TM0005  JF-RK-TM0006  JF-RK-TM0007  JF-RK-TM0008  JF-RK-TM0009  JF-RK-TM0011  JF-RK-TM0013  JF-RK-TM0014  JF-RK-TM0015,Received drawings JF-RK-TM0001  JF-RK-TM0004  JF-RK-TM0005  JF-RK-TM0006  JF-RK-TM0007  JF-RK-TM0008  JF-RK-TM0009  JF-RK-TM0011  JF-RK-TM0013  JF-RK-TM0014  JF-RK-TM0015 for fabrication of quantity of one each drawing. 1-18-07  Send out to Machine Shops to be fabricated.,Instrument Development,Fabrication completed.  1 Hour @ $59 = $59.00 ,51607
276,,093209,Molecular Biology,marvinj,01-19-2007,zhangx,1,5,070118_Looger_Marvin_1,,Single Pass,this request is completed with other samples in a high-throughput format.,51602
277,,093204,Molecular Biology,maot,01-26-2007,gehmane,1,0,070119_Svoboda_Mao_Endo-Free Mega Prep,,Endo Free Maxi Prep,,51602
279,,093202,Molecular Biology,betzige,01-20-2007,mcgowank,9,270,061116_Betzig_betzig_plasmidprep_9,,Maxi Prep,,51602
280,,093403,Molecular Biology,tkachuka,01-20-2007,mcgowank,1 project,268,TA cloning project,perform TA cloning on PCR amplicons derived from heart and liver  pick colonies and perform colony PCR  run amplicons on gel for sizing  select clones with unique sizes and sequence them,RT-PCR cloning,2 TA cloning reactions @ $10/ rxn : $20  picked 80 colonies for colony PCR @1/rxn: 80  sequenced 4 clones with 5 primers @$7/rxn: 140  additional sequencing on 4 clones @ $7/rxn: $28,51602
282,,093402,Instrument Development,iyerv,01-30-2007,bassins,13,59.00,Multiparts to be sent out for anodized.,Multiparts to be sent out for anodized.,Instrument Development,Sent out for anodizing. 1/25/06.  Anodizing completed and ready to be pick up.  1 hours @ $59 = $59.00  ,51607
283,,093402,Instrument Development,iyerv,01-26-2007,bassins,2,403.50,AODRig_AODMountPlate  Faricate two parts.,Faricate two parts.,Instrument Development,Fabrication completed!  6.5 Hours @ $59 = $383.50  Materials Cost $20  ,51607
284,,093206,Media Facility,hongsuh,01-23-2007,lavertyt,1,0,,1 100 ml LB  1 SOC  1 TAE,Mediatech,,51609
285,,093092,Media Facility,gehmane,01-22-2007,lavertyt,2,18,Mediatech items,2 1L LB,Mediatech,,51609
286,,093305,Instrument Development,chiappee,01-22-2007,bassins,4,0,Anodized Sheet Metal,Sheer to size.,Instrument Development,Completed 1-22-07  1Hour @ $59 = $59,51607
288,,093204,Light Microscopy,harveyc,01-26-2007,arnolda,1.5,67.5,Training on Zeiss LSM 510 confocal,Needs training on LSM 510,Light Microscopy,,51606
290,,093204,Histology/anatomy Facility,grayn,01-23-2007,ghitanin,1,27.50,Prepare 4% PF fix,500 ml of 4% Paraformaldehyde in 0.1M Phosphate buffer was prepared on 1/8/07  filterd in 0.2 micron filter unit  and stored in vivarium frig for perfusion.  Cpst includes all materials used.,Histology/anatomy Facility,,51605
291,,093204,Histology/anatomy Facility,harveyc,01-23-2007,ghitanin,1,82.5,Cryostat sectioning of pa-RAS slice cultures,pa-RAS expressing slice cultures were mounted in OCT compound and sectioned at 14 micorns on our cryostat.  Sections were mounted on glass slides.  This work was completed on 1/9/07  cost includes all materials used.,Histology/anatomy Facility,,51605
292,,093204,Histology/anatomy Facility,harveyc,01-23-2007,ghitanin,1,82.50,Cryostat sectioning of pa-RAS slice cultures,Pa-RAS/Cherry expressing slice cultures were mounted in OCT compound and sectioned at 14 microns.  Sections were mounted on glass slides.  This work was completed on 1/12/07  cost includes all materials used.,Histology/anatomy Facility,,51605
294,,093204,Media Facility,harveyc,01-23-2007,lavertyt,3,24.33,Mediatech items,1L  LB  1L TAE  100ml water,Mediatech,,51609
295,,093204,Histology/anatomy Facility,maot,01-23-2007,ghitanin,1,82.50,Hippocampal Slice Cultures,Prepare one Hippocampal Slice culture on 1/10/07  cost includes all materials used.,Histology/anatomy Facility,,51605
296,,093204,Histology/anatomy Facility,harveyc,01-23-2007,ghitanin,1,82.50,Hippocampal Slice Cultures,Prepare One hippocampal slice culture dish on 1/10/07; cost includes all materials used.,Histology/anatomy Facility,,51605
297,,093206,Media Facility,hongsuh,01-23-2007,lavertyt,7,80.15,Mediatech items-2,TBS  PBS  TE  EDTA  SDS  Sodium Acetate  Sodium Chloride,Mediatech,,51609
298,,093204,Histology/anatomy Facility,zhongh,01-23-2007,ghitanin,1,27.50,Paraformaldehyde/ Glutaraldehyde,Prepare 500ml of 4% PF plus 0.1% glutaraldehyde in 0.1M PB.  Filter in 0.2 micron unit and store in cold room.  This work was completed on 1/11/07  cost includes all materials used.,Histology/anatomy Facility,,51605
299,,093204,Histology/anatomy Facility,grayn,01-23-2007,ghitanin,1,82.50,Phosphate buffer,Prepare 10 Liters of 0.1M Phosphate buffer at pH 7.4 on 1/11/07; cost includes all materials used.,Histology/anatomy Facility,,51605
300,,093204,Histology/anatomy Facility,zhongh,01-23-2007,ghitanin,1,247.50,Hippocampal Slice Cultures,Produce three hippocampal slice culture dishes on 1/12/07  cost includes all materials used.,Histology/anatomy Facility,,51605
302,,093204,Histology/anatomy Facility,maot,01-23-2007,ghitanin,1,82.50,Hippocampal Slice Cultures,Produce one hippocampal slice culture dish on 1/12/07; cost includes all materials used.,Histology/anatomy Facility,,51605
303,,093204,Histology/anatomy Facility,harveyc,01-23-2007,ghitanin,1,82.50,Hippocampal Slice Cultures,Produce one hippocampal slice culture dish on 1/12/07; cost includes all materials used.,Histology/anatomy Facility,,51605
304,,093204,Histology/anatomy Facility,harveyc,01-23-2007,ghitanin,1,165,Cryostat sectioning of pa-RAS and pa-GFP slice cultures,Hippocampal slice cultures expressing pa-RAS and pa-GFP were fixed  cryoprotected  mounted in oct compound  and sectioned at 14 microns on our cryostat.  Sections were mounted on glass slides.  This work was performed on 1/16/07; cost includes all materials used,Histology/anatomy Facility,,51605
305,,093206,Media Facility,hongsuh,01-23-2007,lavertyt,3,72,Amp plates,3 sleeves,Ampicillin,,51609
306,,093092,Media Facility,gehmane,01-23-2007,lavertyt,1,24,amp plates,1 sleeve,Ampicillin,,51609
307,,093202,Histology/anatomy Facility,jin,01-23-2007,ghitanin,1,137.5,Vibratome sections of fixed mouse brain,One wild-type mouse was perfused; the brain was post-fixed for one hour  then washed in PBS.  Sections were cut on the vibratome at different thickness  from 50 to 350 microns  and mounted on fluorescent bead coated slides provided by her.  Other sections are stored in 0.1M PB in the cold room for later use.,Histology/anatomy Facility,,51605
308,,093205,Media Facility,pfeifferb,01-23-2007,lavertyt,10,240,amp plates,10 sleeves,Ampicillin,,51609
309,,093092,Media Facility,gehmane,01-23-2007,lavertyt,1,24,Carbenicillin plates,1 sleeve,Other,,51609
310,,093205,Molecular Biology,pfeifferb,01-24-2007,zhangx,19,133,070123_Rubin_Pfeiffer_19,,Single Pass,,51602
315,,093204,Histology/anatomy Facility,zhongh,01-23-2007,ghitanin,1,165,Hippocampal Slice Cultures,Two hippocampal slice cultures were produced on 1/19/07; cost includes all materials used.,Histology/anatomy Facility,,51605
316,,093204,Histology/anatomy Facility,maot,01-23-2007,ghitanin,1,165,Hippocampal Slice Cultures,Two hippocampal slice culture dishes were produced on 1/19/07; cost includes all materials used.,Histology/anatomy Facility,,51605
317,,093204,Histology/anatomy Facility,harveyc,01-23-2007,ghitanin,1,82.50,Hippocampal Slice Cultures,One hippocampal slice culture dish was produced on 1/19/07; cost includes all materials used.,Histology/anatomy Facility,,51605
318,,093204,Histology/anatomy Facility,zhongh,01-23-2007,ghitanin,1,165,Hippocampal Slice Cultures,Two hippocampal slice cultures were produced on 1/22/07; cost includes all materials used.,Histology/anatomy Facility,,51605
319,,093204,Molecular Biology,maot,01-23-2007,gehmane,1,70,070123_Svoboda_Mao_Endo-free Mega Prep,,Endo Free Maxi Prep,,51602
320,,093209,Molecular Biology,marvinj,01-24-2007,zhangx,8,56,070123_Looger_Marvin_8,,Single Pass,,51602
321,,093092,Media Facility,gehmane,01-24-2007,lavertyt,3,25,Mediatech items,2 1L LB  1L water,Mediatech,,51609
322,,093205,Media Facility,murphyc,01-24-2007,lavertyt,3,28.33,Mediatech items,1L LB  TE  100ml water,Mediatech,,51609
323,,093209,Media Facility,marvinj,01-24-2007,lavertyt,1,128.36,30 L 2-YT media,30 L 2YT media  5L sterile water,Custom,$51.36 for supplies  2 hrs labor ($38.50/hr),51609
324,,093405,Cell Culture Facility,tjianr,01-24-2007,whiteh,9,540,Visiting Scientist Service Charges for November 2006,Tjian Lab Ticket:     Prepare freezes of cell lines for Benjamin Guglielmi :  BGMTLC and MTLC198       charge 5 hours x $60/Hr = $300    Prepare freezes of cell lines for Xavier Darzacq :  YFP-POL II a  and   BGLOB-CFP-MS2   charge 4 hours x $60/Hr = $240                      ,Cell Culture Facility,,51604
325,,093405,Cell Culture Facility,tjianr,02-28-2007,whiteh,NA,500.94,Service ticket for visitor scientist  Valeria de Turris  February 2007,Service ticket for visitor scientist  Valeria de Turris  February 2007,Cell Culture Facility,Materials charges:    Fugene 6 (Roche)    $148.50  Alpha-Amanitin  Sigma (cat# A2263 -1MG)   $ 176.22 x 2 = $ 352.44    Total supply charges= $ 500.94        ,51604
326,,093403,Cell Culture Facility,tkachuka,02-01-2007,whiteh,4,40,EQUIPMENT USAGE,Biosafety cabinet time scheduled ( $10/hour),Cell Culture Facility,January:  4.0 hours  rate is $10/hr  charge for Jan 2007= $40,51604
